"","content_id","content_type","category","reaction_type","date_time","sentiment","score","date","month","year"
"25","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","worried",2021-03-02 19:21:00,"negative",12,"03/02/2021","03","2021"
"26","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","hate",2020-06-27 18:44:00,"negative",5,"06/27/2020","06","2020"
"27","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","hate",2021-05-09 21:05:00,"negative",5,"05/09/2021","05","2021"
"28","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","cherish",2020-08-04 23:58:00,"positive",70,"08/04/2020","08","2020"
"29","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","super love",2020-08-28 03:57:00,"positive",75,"08/28/2020","08","2020"
"30","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","intrigued",2020-08-25 08:21:00,"positive",45,"08/25/2020","08","2020"
"31","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","scared",2021-04-20 23:48:00,"negative",15,"04/20/2021","04","2021"
"32","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","interested",2021-03-07 12:40:00,"positive",30,"03/07/2021","03","2021"
"33","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","indifferent",2021-05-24 03:21:00,"neutral",20,"05/24/2021","05","2021"
"34","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","super love",2021-01-24 11:03:00,"positive",75,"01/24/2021","01","2021"
"35","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","disgust",2021-04-09 02:46:00,"negative",0,"04/09/2021","04","2021"
"36","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","super love",2021-02-02 03:43:00,"positive",75,"02/02/2021","02","2021"
"37","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","interested",2021-02-04 03:06:00,"positive",30,"02/04/2021","02","2021"
"38","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","dislike",2020-11-09 02:49:00,"negative",10,"11/09/2020","11","2020"
"39","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","scared",2020-09-29 16:00:00,"negative",15,"09/29/2020","09","2020"
"40","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","dislike",2020-11-29 21:33:00,"negative",10,"11/29/2020","11","2020"
"41","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","want",2021-02-13 07:54:00,"positive",70,"02/13/2021","02","2021"
"42","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","interested",2020-07-14 05:28:00,"positive",30,"07/14/2020","07","2020"
"43","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","indifferent",2020-08-23 10:30:00,"neutral",20,"08/23/2020","08","2020"
"44","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","worried",2021-05-10 09:27:00,"negative",12,"05/10/2021","05","2021"
"45","97522e57-d9ab-4bd6-97bf-c24d952602d2","photo","studying","hate",2021-03-15 03:59:00,"negative",5,"03/15/2021","03","2021"
"46","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","dislike",2020-06-25 17:01:00,"negative",10,"06/25/2020","06","2020"
"47","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","intrigued",2020-09-13 00:11:00,"positive",45,"09/13/2020","09","2020"
"48","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","peeking",2020-08-20 18:17:00,"neutral",35,"08/20/2020","08","2020"
"49","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","scared",2021-02-11 04:53:00,"negative",15,"02/11/2021","02","2021"
"50","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","hate",2021-03-08 10:40:00,"negative",5,"03/08/2021","03","2021"
"51","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","disgust",2021-03-28 21:15:00,"negative",0,"03/28/2021","03","2021"
"52","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","hate",2021-05-25 01:00:00,"negative",5,"05/25/2021","05","2021"
"53","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","like",2021-03-15 12:17:00,"positive",50,"03/15/2021","03","2021"
"54","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","love",2021-05-05 16:26:00,"positive",65,"05/05/2021","05","2021"
"55","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","love",2020-08-31 00:21:00,"positive",65,"08/31/2020","08","2020"
"56","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","heart",2021-06-16 03:02:00,"positive",60,"06/16/2021","06","2021"
"57","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","indifferent",2020-07-07 10:52:00,"neutral",20,"07/07/2020","07","2020"
"58","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","peeking",2020-08-20 07:59:00,"neutral",35,"08/20/2020","08","2020"
"59","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","love",2020-09-23 11:15:00,"positive",65,"09/23/2020","09","2020"
"60","9f737e0a-3cdd-4d29-9d24-753f4e3be810","photo","healthy eating","like",2021-03-24 05:56:00,"positive",50,"03/24/2021","03","2021"
"61","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","hate",2020-12-07 19:13:00,"negative",5,"12/07/2020","12","2020"
"62","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","super love",2020-08-03 16:41:00,"positive",75,"08/03/2020","08","2020"
"63","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","adore",2021-01-10 15:36:00,"positive",72,"01/10/2021","01","2021"
"64","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","scared",2020-09-20 08:48:00,"negative",15,"09/20/2020","09","2020"
"65","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","cherish",2020-07-20 14:06:00,"positive",70,"07/20/2020","07","2020"
"66","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","adore",2020-10-24 12:15:00,"positive",72,"10/24/2020","10","2020"
"67","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","interested",2021-06-06 01:27:00,"positive",30,"06/06/2021","06","2021"
"68","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","heart",2020-12-25 00:09:00,"positive",60,"12/25/2020","12","2020"
"69","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","like",2021-06-14 07:56:00,"positive",50,"06/14/2021","06","2021"
"70","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","like",2021-06-05 18:00:00,"positive",50,"06/05/2021","06","2021"
"71","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","hate",2020-11-18 23:37:00,"negative",5,"11/18/2020","11","2020"
"72","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","interested",2021-05-09 02:42:00,"positive",30,"05/09/2021","05","2021"
"73","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","dislike",2021-05-11 08:38:00,"negative",10,"05/11/2021","05","2021"
"74","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","peeking",2020-11-12 08:00:00,"neutral",35,"11/12/2020","11","2020"
"75","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","heart",2020-06-21 16:57:00,"positive",60,"06/21/2020","06","2020"
"76","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","super love",2021-03-04 23:58:00,"positive",75,"03/04/2021","03","2021"
"77","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","want",2020-07-09 16:47:00,"positive",70,"07/09/2020","07","2020"
"78","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","hate",2020-08-01 19:16:00,"negative",5,"08/01/2020","08","2020"
"79","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","dislike",2020-11-23 22:46:00,"negative",10,"11/23/2020","11","2020"
"80","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","scared",2020-12-11 14:08:00,"negative",15,"12/11/2020","12","2020"
"81","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","dislike",2021-04-23 23:41:00,"negative",10,"04/23/2021","04","2021"
"82","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","want",2020-11-13 00:33:00,"positive",70,"11/13/2020","11","2020"
"83","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","interested",2021-06-09 10:13:00,"positive",30,"06/09/2021","06","2021"
"84","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","love",2020-10-29 19:41:00,"positive",65,"10/29/2020","10","2020"
"85","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","heart",2021-05-14 12:47:00,"positive",60,"05/14/2021","05","2021"
"86","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","disgust",2020-08-04 05:40:00,"negative",0,"08/04/2020","08","2020"
"87","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","adore",2020-08-07 04:09:00,"positive",72,"08/07/2020","08","2020"
"88","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","adore",2020-10-23 21:19:00,"positive",72,"10/23/2020","10","2020"
"89","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","adore",2020-11-14 23:53:00,"positive",72,"11/14/2020","11","2020"
"90","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","worried",2020-08-04 19:26:00,"negative",12,"08/04/2020","08","2020"
"91","230c4e4d-70c3-461d-b42c-ec09396efb3f","photo","healthy eating","interested",2020-11-12 04:54:00,"positive",30,"11/12/2020","11","2020"
"92","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","worried",2021-04-03 12:17:00,"negative",12,"04/03/2021","04","2021"
"93","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","want",2020-09-27 22:15:00,"positive",70,"09/27/2020","09","2020"
"94","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","heart",2020-10-27 05:45:00,"positive",60,"10/27/2020","10","2020"
"95","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","scared",2020-10-15 09:11:00,"negative",15,"10/15/2020","10","2020"
"96","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","heart",2021-05-07 09:16:00,"positive",60,"05/07/2021","05","2021"
"97","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","hate",2020-09-16 08:39:00,"negative",5,"09/16/2020","09","2020"
"98","356fff80-da4d-4785-9f43-bc1261031dc6","photo","technology","indifferent",2020-10-29 15:38:00,"neutral",20,"10/29/2020","10","2020"
"99","01ab84dd-6364-4236-abbb-3f237db77180","video","food","scared",2021-05-24 18:03:00,"negative",15,"05/24/2021","05","2021"
"100","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","interested",2021-02-25 20:02:00,"positive",30,"02/25/2021","02","2021"
"101","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","hate",2021-05-02 03:45:00,"negative",5,"05/02/2021","05","2021"
"102","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","want",2021-01-28 08:49:00,"positive",70,"01/28/2021","01","2021"
"103","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","peeking",2021-02-15 13:06:00,"neutral",35,"02/15/2021","02","2021"
"104","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","dislike",2020-11-04 21:25:00,"negative",10,"11/04/2020","11","2020"
"105","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","love",2020-06-23 22:12:00,"positive",65,"06/23/2020","06","2020"
"106","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","cherish",2021-02-16 04:01:00,"positive",70,"02/16/2021","02","2021"
"107","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","interested",2021-01-03 08:44:00,"positive",30,"01/03/2021","01","2021"
"108","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","adore",2020-11-25 12:45:00,"positive",72,"11/25/2020","11","2020"
"109","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","like",2020-12-03 16:47:00,"positive",50,"12/03/2020","12","2020"
"110","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","like",2021-05-22 21:03:00,"positive",50,"05/22/2021","05","2021"
"111","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","cherish",2021-01-18 13:39:00,"positive",70,"01/18/2021","01","2021"
"112","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","indifferent",2021-01-06 00:35:00,"neutral",20,"01/06/2021","01","2021"
"113","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","adore",2021-05-14 14:33:00,"positive",72,"05/14/2021","05","2021"
"114","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","worried",2021-05-27 15:21:00,"negative",12,"05/27/2021","05","2021"
"115","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","peeking",2020-07-21 02:12:00,"neutral",35,"07/21/2020","07","2020"
"116","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","dislike",2021-05-26 06:09:00,"negative",10,"05/26/2021","05","2021"
"117","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","dislike",2021-02-25 03:16:00,"negative",10,"02/25/2021","02","2021"
"118","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","intrigued",2020-12-07 22:50:00,"positive",45,"12/07/2020","12","2020"
"119","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","indifferent",2020-10-24 14:06:00,"neutral",20,"10/24/2020","10","2020"
"120","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","peeking",2020-09-01 21:18:00,"neutral",35,"09/01/2020","09","2020"
"121","cf1e8c1a-23eb-4426-9f58-002fb1b53e91","GIF","cooking","adore",2021-05-10 22:07:00,"positive",72,"05/10/2021","05","2021"
"122","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","cherish",2021-02-12 16:37:00,"positive",70,"02/12/2021","02","2021"
"123","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","heart",2021-04-28 15:22:00,"positive",60,"04/28/2021","04","2021"
"124","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","intrigued",2021-01-24 00:38:00,"positive",45,"01/24/2021","01","2021"
"125","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","worried",2021-03-18 01:53:00,"negative",12,"03/18/2021","03","2021"
"126","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","disgust",2021-01-14 07:21:00,"negative",0,"01/14/2021","01","2021"
"127","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","heart",2020-12-23 04:11:00,"positive",60,"12/23/2020","12","2020"
"128","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","hate",2021-05-21 07:23:00,"negative",5,"05/21/2021","05","2021"
"129","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","like",2021-03-28 23:25:00,"positive",50,"03/28/2021","03","2021"
"130","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","peeking",2020-09-16 07:33:00,"neutral",35,"09/16/2020","09","2020"
"131","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","indifferent",2020-11-08 10:53:00,"neutral",20,"11/08/2020","11","2020"
"132","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","heart",2021-03-06 05:23:00,"positive",60,"03/06/2021","03","2021"
"133","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","disgust",2021-01-13 23:35:00,"negative",0,"01/13/2021","01","2021"
"134","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","want",2020-09-06 22:35:00,"positive",70,"09/06/2020","09","2020"
"135","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","interested",2020-06-24 09:31:00,"positive",30,"06/24/2020","06","2020"
"136","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","hate",2021-02-07 21:39:00,"negative",5,"02/07/2021","02","2021"
"137","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","intrigued",2021-01-21 18:28:00,"positive",45,"01/21/2021","01","2021"
"138","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","dislike",2021-02-27 00:21:00,"negative",10,"02/27/2021","02","2021"
"139","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","worried",2020-08-22 12:06:00,"negative",12,"08/22/2020","08","2020"
"140","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","cherish",2020-08-03 06:29:00,"positive",70,"08/03/2020","08","2020"
"141","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","scared",2020-08-02 06:20:00,"negative",15,"08/02/2020","08","2020"
"142","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","want",2021-06-04 04:57:00,"positive",70,"06/04/2021","06","2021"
"143","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","super love",2020-10-21 09:07:00,"positive",75,"10/21/2020","10","2020"
"144","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","dislike",2020-12-26 19:46:00,"negative",10,"12/26/2020","12","2020"
"145","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","scared",2021-03-02 22:47:00,"negative",15,"03/02/2021","03","2021"
"146","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","indifferent",2021-03-31 09:48:00,"neutral",20,"03/31/2021","03","2021"
"147","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","interested",2021-06-14 13:44:00,"positive",30,"06/14/2021","06","2021"
"148","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","scared",2020-12-27 17:04:00,"negative",15,"12/27/2020","12","2020"
"149","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","scared",2021-02-11 03:51:00,"negative",15,"02/11/2021","02","2021"
"150","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","interested",2020-12-07 19:07:00,"positive",30,"12/07/2020","12","2020"
"151","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","interested",2020-12-28 08:31:00,"positive",30,"12/28/2020","12","2020"
"152","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","interested",2020-10-26 05:27:00,"positive",30,"10/26/2020","10","2020"
"153","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","worried",2020-09-26 18:43:00,"negative",12,"09/26/2020","09","2020"
"154","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","scared",2020-11-25 13:01:00,"negative",15,"11/25/2020","11","2020"
"155","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","heart",2020-07-11 05:51:00,"positive",60,"07/11/2020","07","2020"
"156","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","heart",2021-03-19 16:23:00,"positive",60,"03/19/2021","03","2021"
"157","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","interested",2020-10-11 18:31:00,"positive",30,"10/11/2020","10","2020"
"158","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","heart",2020-11-02 20:15:00,"positive",60,"11/02/2020","11","2020"
"159","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","want",2020-10-01 03:35:00,"positive",70,"10/01/2020","10","2020"
"160","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","disgust",2021-02-11 20:10:00,"negative",0,"02/11/2021","02","2021"
"161","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","want",2021-02-07 15:59:00,"positive",70,"02/07/2021","02","2021"
"162","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","hate",2020-10-17 11:46:00,"negative",5,"10/17/2020","10","2020"
"163","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","like",2020-08-09 19:41:00,"positive",50,"08/09/2020","08","2020"
"164","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","love",2021-02-01 02:40:00,"positive",65,"02/01/2021","02","2021"
"165","3f8590c7-6ab2-4973-805a-90cdec355f05","video","dogs","adore",2021-01-30 09:36:00,"positive",72,"01/30/2021","01","2021"
"166","e5490118-90d5-4572-ab1c-1fbc87b8d9ca","video","technology","want",2021-03-31 15:24:00,"positive",70,"03/31/2021","03","2021"
"167","e5490118-90d5-4572-ab1c-1fbc87b8d9ca","video","technology","super love",2021-02-05 17:00:00,"positive",75,"02/05/2021","02","2021"
"168","e5490118-90d5-4572-ab1c-1fbc87b8d9ca","video","technology","heart",2021-02-19 16:29:00,"positive",60,"02/19/2021","02","2021"
"169","e5490118-90d5-4572-ab1c-1fbc87b8d9ca","video","technology","worried",2020-07-25,"negative",12,"07/25/2020","07","2020"
"170","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","adore",2020-07-13 02:38:00,"positive",72,"07/13/2020","07","2020"
"171","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","indifferent",2021-01-13 13:11:00,"neutral",20,"01/13/2021","01","2021"
"172","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","worried",2021-01-02 16:46:00,"negative",12,"01/02/2021","01","2021"
"173","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","intrigued",2020-11-26 02:25:00,"positive",45,"11/26/2020","11","2020"
"174","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","want",2020-08-25 19:18:00,"positive",70,"08/25/2020","08","2020"
"175","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","hate",2021-02-01 00:15:00,"negative",5,"02/01/2021","02","2021"
"176","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","love",2021-06-04 14:36:00,"positive",65,"06/04/2021","06","2021"
"177","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","adore",2020-08-19 13:38:00,"positive",72,"08/19/2020","08","2020"
"178","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","cherish",2021-04-22 02:08:00,"positive",70,"04/22/2021","04","2021"
"179","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","super love",2020-06-26 10:33:00,"positive",75,"06/26/2020","06","2020"
"180","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","like",2020-08-15 18:16:00,"positive",50,"08/15/2020","08","2020"
"181","0bedca96-fb76-4287-a83c-17330ed39cce","photo","soccer","love",2020-11-26 13:42:00,"positive",65,"11/26/2020","11","2020"
"182","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","want",2021-04-14 00:56:00,"positive",70,"04/14/2021","04","2021"
"183","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","indifferent",2020-07-21 21:27:00,"neutral",20,"07/21/2020","07","2020"
"184","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","dislike",2021-03-29 06:57:00,"negative",10,"03/29/2021","03","2021"
"185","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","want",2021-05-20 16:11:00,"positive",70,"05/20/2021","05","2021"
"186","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","like",2020-11-02 06:09:00,"positive",50,"11/02/2020","11","2020"
"187","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","indifferent",2020-10-24 15:37:00,"neutral",20,"10/24/2020","10","2020"
"188","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","heart",2020-09-07 14:42:00,"positive",60,"09/07/2020","09","2020"
"189","b18cb63f-4c8e-44ee-a47f-541e95191d11","photo","public speaking","scared",2021-03-04 02:46:00,"negative",15,"03/04/2021","03","2021"
