"","content_id","content_type","category","reaction_type","date_time","sentiment","score"
"93","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","scared","8/24/2020 13:48","negative",15
"94","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","disgust","1/5/2021 13:15","negative",0
"95","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","adore","2/28/2021 9:21","positive",72
"96","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","dislike","9/22/2020 4:09","negative",10
"97","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","disgust","11/8/2020 2:43","negative",0
"98","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","love","10/26/2020 11:48","positive",65
"99","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","heart","11/4/2020 14:58","positive",60
"100","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","love","5/31/2021 1:24","positive",65
"101","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","peeking","3/7/2021 6:31","neutral",35
"102","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","intrigued","6/17/2021 23:27","positive",45
"103","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","intrigued","7/27/2020 23:54","positive",45
"104","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","disgust","4/19/2021 1:45","negative",0
"105","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","like","10/5/2020 13:55","positive",50
"106","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","super love","9/28/2020 8:49","positive",75
"107","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","dislike","2/25/2021 4:02","negative",10
"108","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","heart","12/24/2020 22:31","positive",60
"109","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","heart","6/15/2021 12:15","positive",60
"110","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","dislike","5/3/2021 23:10","negative",10
"111","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","intrigued","2/12/2021 4:23","positive",45
"112","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","adore","8/31/2020 0:39","positive",72
"113","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","indifferent","1/11/2021 8:47","neutral",20
"114","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","super love","8/2/2020 20:28","positive",75
"115","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","disgust","10/18/2020 12:49","negative",0
"116","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","peeking","3/28/2021 8:08","neutral",35
"117","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","super love","2/11/2021 4:02","positive",75
"118","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","heart","8/12/2020 23:43","positive",60
"119","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","scared","1/7/2021 2:48","negative",15
"120","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","interested","10/27/2020 3:58","positive",30
"121","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","scared","2/19/2021 0:55","negative",15
"122","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","super love","6/8/2021 10:45","positive",75
"123","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","like","10/18/2020 4:17","positive",50
"124","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","super love","11/5/2020 13:54","positive",75
"125","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","intrigued","8/16/2020 12:12","positive",45
"126","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","scared","10/14/2020 14:55","negative",15
"127","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","peeking","4/1/2021 12:04","neutral",35
"128","81abd65a-3b76-4574-a0a7-db6bf7184ae2","video","food","like","9/25/2020 6:17","positive",50
"129","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","disgust","11/21/2020 3:14","negative",0
"130","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","hate","10/5/2020 18:00","negative",5
"131","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","cherish","5/28/2021 15:20","positive",70
"132","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","hate","1/12/2021 12:14","negative",5
"133","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","scared","2/20/2021 0:07","negative",15
"134","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","intrigued","7/14/2020 21:01","positive",45
"135","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","worried","6/5/2021 10:04","negative",12
"136","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","want","3/23/2021 1:55","positive",70
"137","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","cherish","5/18/2021 9:52","positive",70
"138","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","scared","8/31/2020 5:22","negative",15
"139","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","like","6/4/2021 16:57","positive",50
"140","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","disgust","1/1/2021 11:23","negative",0
"141","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","dislike","5/29/2021 4:16","negative",10
"142","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","interested","7/18/2020 10:43","positive",30
"143","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","adore","11/7/2020 1:54","positive",72
"144","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","like","8/11/2020 12:01","positive",50
"145","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","dislike","7/24/2020 18:23","negative",10
"146","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","scared","10/8/2020 8:38","negative",15
"147","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","indifferent","2/5/2021 13:05","neutral",20
"148","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","indifferent","11/9/2020 3:05","neutral",20
"149","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","interested","7/26/2020 10:36","positive",30
"150","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","like","5/19/2021 4:30","positive",50
"151","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","super love","11/15/2020 22:53","positive",75
"152","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","worried","2/4/2021 13:45","negative",12
"153","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","intrigued","8/1/2020 23:38","positive",45
"154","9b3a6d30-48e8-476c-82be-9031524bd04d","video","food","super love","9/22/2020 17:07","positive",75
"155","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","dislike","8/6/2020 13:32","negative",10
"156","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","worried","5/5/2021 8:51","negative",12
"157","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","indifferent","5/10/2021 20:46","neutral",20
"158","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","interested","4/13/2021 21:53","positive",30
"159","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","hate","12/28/2020 6:16","negative",5
"160","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","peeking","2/3/2021 11:48","neutral",35
"161","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","cherish","11/22/2020 19:07","positive",70
"162","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","dislike","12/3/2020 11:55","negative",10
"163","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","worried","9/10/2020 0:27","negative",12
"164","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","interested","4/24/2021 11:29","positive",30
"165","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","adore","10/12/2020 17:18","positive",72
"166","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","love","2/24/2021 23:54","positive",65
"167","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","love","11/1/2020 0:44","positive",65
"168","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","adore","11/22/2020 17:16","positive",72
"169","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","scared","8/14/2020 19:14","negative",15
"170","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","intrigued","6/1/2021 13:54","positive",45
"171","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","worried","6/22/2020 20:21","negative",12
"172","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","cherish","12/31/2020 5:25","positive",70
"173","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","worried","2/24/2021 9:21","negative",12
"174","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","adore","7/20/2020 8:19","positive",72
"175","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","hate","12/15/2020 2:38","negative",5
"176","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","interested","1/18/2021 22:57","positive",30
"177","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","love","7/29/2020 6:29","positive",65
"178","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","heart","1/25/2021 6:02","positive",60
"179","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","heart","12/22/2020 12:17","positive",60
"180","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","scared","12/31/2020 9:10","negative",15
"181","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","adore","11/30/2020 6:20","positive",72
"182","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","interested","3/15/2021 20:37","positive",30
"183","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","peeking","4/21/2021 10:50","neutral",35
"184","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","interested","8/20/2020 14:35","positive",30
"185","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","love","11/27/2020 10:15","positive",65
"186","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","dislike","2/27/2021 7:34","negative",10
"187","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","worried","5/16/2021 15:45","negative",12
"188","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","GIF","food","peeking","9/16/2020 9:55","neutral",35
"189","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","interested","4/3/2021 9:24","positive",30
"190","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","worried","3/19/2021 19:32","negative",12
"191","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","love","5/18/2021 7:58","positive",65
"192","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","cherish","3/14/2021 7:11","positive",70
"193","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","adore","7/2/2020 11:39","positive",72
"194","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","interested","9/19/2020 15:11","positive",30
"195","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","love","4/5/2021 19:34","positive",65
"196","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","love","5/27/2021 20:53","positive",65
"197","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","intrigued","1/9/2021 20:40","positive",45
"198","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","adore","4/15/2021 14:51","positive",72
"199","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","like","9/7/2020 1:45","positive",50
"200","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","love","11/23/2020 5:19","positive",65
"201","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","adore","5/13/2021 3:52","positive",72
"202","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","interested","3/1/2021 20:21","positive",30
"203","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","cherish","8/17/2020 16:53","positive",70
"204","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","indifferent","6/30/2020 10:29","neutral",20
"205","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","indifferent","4/30/2021 2:55","neutral",20
"206","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","indifferent","8/9/2020 10:14","neutral",20
"207","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","scared","1/31/2021 14:19","negative",15
"208","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","heart","8/17/2020 10:20","positive",60
"209","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","hate","2/21/2021 17:06","negative",5
"210","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","interested","10/19/2020 18:27","positive",30
"211","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","peeking","6/18/2021 1:10","neutral",35
"212","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","like","9/3/2020 13:24","positive",50
"213","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","heart","3/9/2021 12:10","positive",60
"214","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","peeking","6/23/2020 21:54","neutral",35
"215","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","peeking","3/18/2021 13:28","neutral",35
"216","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","heart","9/6/2020 17:27","positive",60
"217","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","disgust","4/28/2021 7:00","negative",0
"218","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","disgust","8/5/2020 15:37","negative",0
"219","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","peeking","3/4/2021 21:16","neutral",35
"220","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","love","10/12/2020 5:59","positive",65
"221","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","love","5/7/2021 4:02","positive",65
"222","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","heart","7/20/2020 4:52","positive",60
"223","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","adore","4/29/2021 9:59","positive",72
"224","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","hate","4/29/2021 6:42","negative",5
"225","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","dislike","2/13/2021 18:54","negative",10
"226","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","indifferent","8/23/2020 13:12","neutral",20
"227","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","cherish","10/9/2020 19:16","positive",70
"228","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","want","6/8/2021 15:13","positive",70
"229","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","worried","11/17/2020 18:45","negative",12
"230","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","worried","4/18/2021 0:54","negative",12
"231","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","adore","1/14/2021 9:05","positive",72
"232","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","intrigued","5/14/2021 17:54","positive",45
"233","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","hate","8/24/2020 14:46","negative",5
"234","34a3747a-0b77-42f6-ae19-87c38b94b674","GIF","science","hate","2/14/2021 18:33","negative",5
"235","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","cherish","6/28/2020 7:53","positive",70
"236","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","adore","12/9/2020 23:38","positive",72
"237","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","hate","3/27/2021 5:17","negative",5
"238","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","super love","4/17/2021 18:59","positive",75
"239","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","adore","7/5/2020 19:22","positive",72
"240","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","dislike","5/8/2021 7:39","negative",10
"241","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","like","10/2/2020 0:45","positive",50
"242","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","interested","1/4/2021 4:40","positive",30
"243","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","intrigued","6/6/2021 18:49","positive",45
"244","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","dislike","12/6/2020 18:13","negative",10
"245","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","super love","10/2/2020 1:50","positive",75
"246","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","cherish","11/2/2020 14:43","positive",70
"247","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","worried","12/10/2020 8:47","negative",12
"248","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","want","4/15/2021 4:37","positive",70
"249","f4e3840e-bb71-40c2-afc5-9408d842646d","photo","healthy eating","hate","12/13/2020 0:43","negative",5
